date,symbol,event_type,return,close_price,volume,severity,layer
2025-04-03,BAC,large_drop,-0.1106,36.79727554321289,115497900,high,market
2025-04-04,BAC,large_drop,-0.076,33.99941635131836,107761200,medium,market
2025-04-09,BAC,large_gain,0.0605,36.72806930541992,161173500,medium,market
2025-04-03,BAC,high_volatility,-0.1106,36.79727554321289,115497900,medium,market
2025-04-04,BAC,high_volatility,-0.076,33.99941635131836,107761200,medium,market
2025-04-07,BAC,high_volatility,0.0346,35.175899505615234,137329100,medium,market
2025-04-08,BAC,high_volatility,-0.0155,34.632144927978516,79116300,medium,market
2025-04-09,BAC,high_volatility,0.0605,36.72806930541992,161173500,medium,market
2025-04-10,BAC,high_volatility,-0.035,35.442832946777344,90451800,medium,market
2025-04-11,BAC,high_volatility,0.0028,35.54169845581055,63671900,medium,market
2025-04-14,BAC,high_volatility,0.02,36.253517150878906,46830600,medium,market
2025-04-15,BAC,high_volatility,0.036,37.558528900146484,84677800,medium,market
2025-04-16,BAC,high_volatility,-0.0174,36.90602493286133,52872700,medium,market
2025-04-17,BAC,high_volatility,0.0021,36.98511505126953,47144400,medium,market
2025-04-21,BAC,high_volatility,-0.0131,36.50067901611328,34928300,medium,market
2025-04-22,BAC,high_volatility,0.0379,37.8847770690918,42288900,medium,market
2025-04-23,BAC,high_volatility,0.0112,38.30989456176758,54428400,medium,market
2025-04-24,BAC,high_volatility,0.0214,39.130470275878906,42457100,medium,market
2025-04-25,BAC,high_volatility,0.0028,39.23921585083008,32694200,medium,market
2025-04-28,BAC,high_volatility,0.0023,39.32819747924805,37428000,medium,market
2025-04-29,BAC,high_volatility,0.0053,39.53581619262695,33792500,medium,market
2025-04-30,BAC,high_volatility,-0.0028,39.427066802978516,40994600,medium,market
2025-05-01,BAC,high_volatility,0.0073,39.71376419067383,33569100,medium,market
2025-05-02,BAC,high_volatility,0.0224,40.603546142578125,41613000,medium,market
2023-12-14,WFC,large_gain,0.0576,48.16276168823242,41115400,medium,market
2024-02-15,WFC,large_gain,0.0723,49.97019958496094,46473600,medium,market
2024-07-12,WFC,large_drop,-0.0602,54.60334014892578,53042800,medium,market
2024-08-02,WFC,large_drop,-0.0636,51.43568420410156,27642600,medium,market
2024-09-06,WFC,large_drop,-0.0503,52.548736572265625,21853800,medium,market
2024-09-26,WFC,large_gain,0.0519,54.87450408935547,34463400,medium,market
2024-10-11,WFC,large_gain,0.0561,59.35088348388672,37049200,medium,market
2024-11-06,WFC,large_gain,0.1311,70.5223617553711,63689100,high,market
2025-01-15,WFC,large_gain,0.0669,74.3346939086914,33482900,medium,market
2025-03-10,WFC,large_drop,-0.0601,65.68240356445312,27582900,medium,market
2025-04-03,WFC,large_drop,-0.0912,64.59065246582031,25880300,medium,market
2025-04-04,WFC,large_drop,-0.0714,59.97773742675781,31050800,medium,market
2025-04-09,WFC,large_gain,0.0685,65.23980712890625,42744800,medium,market
2025-07-15,WFC,large_drop,-0.0548,77.98938751220703,53938000,medium,market
2025-10-14,WFC,large_gain,0.0715,84.11773681640625,36260600,medium,market
2024-11-07,WFC,high_volatility,-0.0366,67.94356536865234,18681200,medium,market
2024-11-11,WFC,high_volatility,0.036,71.01679229736328,17117800,medium,market
2024-11-12,WFC,high_volatility,0.0006,71.05594635009766,17848200,medium,market
2024-11-13,WFC,high_volatility,0.0023,71.22232818603516,18823000,medium,market
2024-11-14,WFC,high_volatility,0.0004,71.2516860961914,13654800,medium,market
2024-11-15,WFC,high_volatility,0.0212,72.7589340209961,18837000,medium,market
2024-11-18,WFC,high_volatility,-0.0034,72.51425170898438,18439600,medium,market
2024-11-19,WFC,high_volatility,-0.0089,71.8682861328125,15412900,medium,market
2024-11-20,WFC,high_volatility,0.002,72.01510620117188,14415400,medium,market
2024-11-21,WFC,high_volatility,0.017,73.23851776123047,20068200,medium,market
2024-11-22,WFC,high_volatility,0.0151,74.344482421875,14997400,medium,market
2024-11-29,WFC,high_volatility,-0.0135,74.55001068115234,9785000,medium,market
2024-12-02,WFC,high_volatility,-0.0117,73.67893981933594,18274500,medium,market
2024-12-03,WFC,high_volatility,-0.0151,72.56318664550781,15047900,medium,market
2024-12-04,WFC,high_volatility,-0.0146,71.50615692138672,14301100,medium,market
2025-04-04,WFC,high_volatility,-0.0714,59.97773742675781,31050800,medium,market
2025-04-09,WFC,high_volatility,0.0685,65.23980712890625,42744800,medium,market
2025-04-10,WFC,high_volatility,-0.0485,62.072731018066406,29026000,medium,market
2025-04-11,WFC,high_volatility,-0.0095,61.482582092285156,33867000,medium,market
2025-04-14,WFC,high_volatility,0.0094,62.062889099121094,28057800,medium,market
2025-04-15,WFC,high_volatility,0.0228,63.47922134399414,20903300,medium,market
2025-04-16,WFC,high_volatility,-0.0087,62.928428649902344,17351000,medium,market
2025-04-17,WFC,high_volatility,0.0114,63.646427154541016,18961800,medium,market
2025-04-21,WFC,high_volatility,-0.0108,62.95793533325195,17859100,medium,market
2025-04-22,WFC,high_volatility,0.0347,65.14144897460938,17536600,medium,market
2025-04-23,WFC,high_volatility,0.0258,66.8233413696289,20678800,medium,market
2025-04-24,WFC,high_volatility,0.0238,68.41670227050781,18420900,medium,market
2025-04-25,WFC,high_volatility,0.0024,68.58392333984375,17775900,medium,market
2025-04-28,WFC,high_volatility,-0.0043,68.28884887695312,16694100,medium,market
2025-04-29,WFC,high_volatility,0.0241,69.931396484375,24563600,medium,market
2025-04-30,WFC,high_volatility,-0.0013,69.84288024902344,23953000,medium,market
2025-05-01,WFC,high_volatility,0.0113,70.62973022460938,19672500,medium,market
2024-01-30,C,large_gain,0.0551,53.55504608154297,40086100,medium,market
2024-08-02,C,large_drop,-0.0714,56.13115692138672,30289300,medium,market
2024-09-19,C,large_gain,0.0521,60.779823303222656,21860600,medium,market
2024-10-15,C,large_drop,-0.0511,60.413333892822266,35348100,medium,market
2024-11-06,C,large_gain,0.0842,67.16657257080078,41957700,medium,market
2025-01-15,C,large_gain,0.0649,76.15713500976562,44903000,medium,market
2025-03-04,C,large_drop,-0.0625,70.8844223022461,33983900,medium,market
2025-04-03,C,large_drop,-0.1214,61.77281188964844,39469500,high,market
2025-04-04,C,large_drop,-0.078,56.95247268676758,51730500,medium,market
2025-04-09,C,large_gain,0.0915,62.85053253173828,49437900,medium,market
2025-04-03,C,high_volatility,-0.1214,61.77281188964844,39469500,medium,market
2025-04-04,C,high_volatility,-0.078,56.95247268676758,51730500,medium,market
2025-04-07,C,high_volatility,0.0124,57.65789031982422,37487700,medium,market
2025-04-08,C,high_volatility,-0.0014,57.579505920410156,30272300,medium,market
2025-04-09,C,high_volatility,0.0915,62.85053253173828,49437900,medium,market
2025-04-10,C,high_volatility,-0.0399,60.34238815307617,25912800,medium,market
2025-04-11,C,high_volatility,0.0008,60.39137268066406,24776000,medium,market
2025-04-14,C,high_volatility,0.0256,61.939369201660156,20385900,medium,market
2025-04-15,C,high_volatility,0.0176,63.026885986328125,24738400,medium,market
2025-04-16,C,high_volatility,-0.0347,60.8420524597168,21922600,medium,market
2025-04-17,C,high_volatility,0.0185,61.9687614440918,14656300,medium,market
2025-04-21,C,high_volatility,-0.0089,61.42010498046875,15136000,medium,market
2025-04-22,C,high_volatility,0.0297,63.242427825927734,13252300,medium,market
2025-04-23,C,high_volatility,0.0271,64.95697784423828,17243900,medium,market
2025-04-24,C,high_volatility,0.0281,66.77930450439453,13672300,medium,market
2025-04-25,C,high_volatility,0.004,67.04383850097656,12253400,medium,market
2025-04-28,C,high_volatility,-0.0022,66.8968734741211,14304800,medium,market
2025-04-29,C,high_volatility,0.0088,67.48471069335938,8862800,medium,market
2025-04-30,C,high_volatility,-0.0073,66.99484252929688,15756500,medium,market
2025-05-01,C,high_volatility,-0.0035,66.75970458984375,9682300,medium,market
2025-05-02,C,high_volatility,0.036,69.16007232666016,13291200,medium,market
2023-11-14,USB,large_gain,0.0632,33.03889465332031,11843700,medium,market
2023-12-13,USB,large_gain,0.0504,38.8332633972168,15133000,medium,market
2023-12-14,USB,large_gain,0.0668,41.42885208129883,28236800,medium,market
2024-11-06,USB,large_gain,0.0767,49.054603576660156,17523400,medium,market
2025-01-16,USB,large_drop,-0.0564,46.44486999511719,19043000,medium,market
2025-03-10,USB,large_drop,-0.0525,40.97166061401367,18143800,medium,market
2025-04-03,USB,large_drop,-0.0981,37.958927154541016,16695400,medium,market
2025-04-04,USB,large_drop,-0.0505,36.040924072265625,19859300,medium,market
2025-04-09,USB,large_gain,0.0797,38.45800018310547,22911600,medium,market
2025-04-10,USB,large_drop,-0.0522,36.45191955566406,20954100,medium,market
2025-04-09,USB,high_volatility,0.0797,38.45800018310547,22911600,medium,market
2025-04-10,USB,high_volatility,-0.0522,36.45191955566406,20954100,medium,market
2025-04-11,USB,high_volatility,0.0164,37.04885482788086,18556300,medium,market
2025-04-14,USB,high_volatility,0.009,37.38156509399414,12809900,medium,market
2025-04-15,USB,high_volatility,0.0113,37.80235290527344,11717300,medium,market
2025-04-16,USB,high_volatility,-0.021,37.009708404541016,17381600,medium,market
2025-04-17,USB,high_volatility,0.01,37.38156509399414,12538500,medium,market
2025-04-21,USB,high_volatility,-0.0102,36.99992370605469,11261300,medium,market
2025-04-22,USB,high_volatility,0.0315,38.164424896240234,8311400,medium,market
2025-04-23,USB,high_volatility,0.0131,38.66349792480469,12753700,medium,market
2025-04-24,USB,high_volatility,0.0137,39.19192886352539,9478300,medium,market
2025-04-25,USB,high_volatility,-0.0032,39.06471633911133,6432700,medium,market
2025-04-28,USB,high_volatility,0.0065,39.31914520263672,5264900,medium,market
2025-04-29,USB,high_volatility,0.008,39.63228988647461,8390000,medium,market
2025-04-30,USB,high_volatility,-0.004,39.47571563720703,10563200,medium,market
2025-05-01,USB,high_volatility,0.004,39.63228988647461,7192000,medium,market
2023-11-14,PNC,large_gain,0.059,117.5597152709961,2766900,medium,market
2024-11-06,PNC,large_gain,0.0856,197.65411376953125,3940700,medium,market
2025-04-03,PNC,large_drop,-0.0888,156.81515502929688,3408300,medium,market
2025-04-04,PNC,large_drop,-0.0508,148.85240173339844,4147400,medium,market
2025-04-09,PNC,large_gain,0.0699,155.78456115722656,5593800,medium,market
2025-04-10,PNC,large_drop,-0.0504,147.9384765625,4240100,medium,market
2025-05-12,PNC,large_gain,0.0514,171.91494750976562,3439900,medium,market
2025-04-09,PNC,high_volatility,0.0699,155.78456115722656,5593800,medium,market
2025-04-10,PNC,high_volatility,-0.0504,147.9384765625,4240100,medium,market
2025-04-11,PNC,high_volatility,-0.0011,147.773193359375,3850200,medium,market
2025-04-14,PNC,high_volatility,0.0219,151.0108184814453,3488800,medium,market
2025-04-15,PNC,high_volatility,0.0005,151.078857421875,3621100,medium,market
2025-04-16,PNC,high_volatility,-0.0146,148.86851501464844,2875400,medium,market
2025-04-17,PNC,high_volatility,0.0052,149.6446075439453,3564400,medium,market
2025-04-21,PNC,high_volatility,-0.0144,147.48338317871094,2860500,medium,market
2025-04-22,PNC,high_volatility,0.0288,151.7272186279297,2124200,medium,market
2025-04-23,PNC,high_volatility,0.0192,154.63504028320312,3145600,medium,market
2025-04-24,PNC,high_volatility,0.0149,156.9337921142578,1382400,medium,market
2025-04-25,PNC,high_volatility,-0.0081,155.66653442382812,1125100,medium,market
2025-04-28,PNC,high_volatility,0.0075,156.83555603027344,1917500,medium,market
2025-04-29,PNC,high_volatility,0.006,157.76881408691406,1643000,medium,market
2025-04-30,PNC,high_volatility,0.0006,157.8572235107422,2113600,medium,market
2025-05-01,PNC,high_volatility,0.0019,158.1519317626953,1996700,medium,market
2023-11-14,TFC,large_gain,0.0555,28.362092971801758,10641900,medium,market
2023-12-14,TFC,large_gain,0.0606,34.45930480957031,17528700,medium,market
2024-11-06,TFC,large_gain,0.1106,44.796566009521484,34314800,high,market
2025-01-17,TFC,large_gain,0.0594,45.93309020996094,15704900,medium,market
2025-04-03,TFC,large_drop,-0.1088,36.10953903198242,17871800,high,market
2025-04-04,TFC,large_drop,-0.0607,33.91606140136719,21423200,medium,market
2025-04-09,TFC,large_gain,0.0879,37.035675048828125,31112900,medium,market
2025-04-10,TFC,large_drop,-0.0619,34.74470901489258,17346800,medium,market
2025-05-12,TFC,large_gain,0.0541,40.620994567871094,9839100,medium,market
2025-10-16,TFC,large_drop,-0.0502,41.09000015258789,15162200,medium,market
2025-04-09,TFC,high_volatility,0.0879,37.035675048828125,31112900,medium,market
2025-04-10,TFC,high_volatility,-0.0619,34.74470901489258,17346800,medium,market
2025-04-11,TFC,high_volatility,-0.007,34.5009880065918,18557800,medium,market
2025-04-14,TFC,high_volatility,0.0223,35.27114486694336,12193800,medium,market
2025-04-15,TFC,high_volatility,0.0086,35.57335662841797,9309600,medium,market
2025-04-16,TFC,high_volatility,-0.0134,35.095664978027344,11090100,medium,market
2025-04-17,TFC,high_volatility,-0.0028,34.9981803894043,15140800,medium,market
2025-04-21,TFC,high_volatility,-0.0164,34.42300033569336,10062600,medium,market
2025-04-22,TFC,high_volatility,0.0292,35.4271240234375,7413700,medium,market
2025-04-23,TFC,high_volatility,0.022,36.207027435302734,8600500,medium,market
2025-04-24,TFC,high_volatility,0.0205,36.94793701171875,8135300,medium,market
2025-04-25,TFC,high_volatility,-0.0061,36.72371292114258,6388900,medium,market
2025-04-28,TFC,high_volatility,0.0178,37.37688446044922,10765500,medium,market
2025-04-29,TFC,high_volatility,0.011,37.78633117675781,10905000,medium,market
2025-04-30,TFC,high_volatility,-0.0108,37.37688446044922,7394600,medium,market
2025-05-01,TFC,high_volatility,0.0065,37.620601654052734,5512100,medium,market
2025-05-02,TFC,high_volatility,0.0228,38.47849655151367,7950100,medium,market
2024-08-02,COF,large_drop,-0.054,133.88214111328125,3542400,medium,market
2024-09-19,COF,large_gain,0.0524,151.20680236816406,3456700,medium,market
2024-10-04,COF,large_gain,0.0567,151.5920867919922,2551000,medium,market
2024-10-25,COF,large_gain,0.0523,159.3278045654297,6087500,medium,market
2024-11-06,COF,large_gain,0.1501,188.67010498046875,12157300,high,market
2025-03-04,COF,large_drop,-0.0575,183.81143188476562,6272100,medium,market
2025-03-06,COF,large_drop,-0.0528,175.09307861328125,5779900,medium,market
2025-03-10,COF,large_drop,-0.0537,162.9052276611328,6937800,medium,market
2025-04-03,COF,large_drop,-0.0996,163.07423400878906,13576300,medium,market
2025-04-04,COF,large_drop,-0.0821,149.6835479736328,11073800,medium,market
2025-04-09,COF,large_gain,0.1481,173.8802490234375,10828400,high,market
2025-04-10,COF,large_drop,-0.0729,161.20530700683594,6294400,medium,market
2025-05-12,COF,large_gain,0.0649,198.77281188964844,6840700,medium,market
2025-10-16,COF,large_drop,-0.0556,203.14999389648438,7841900,medium,market
2024-11-06,COF,high_volatility,0.1501,188.67010498046875,12157300,medium,market
2024-11-07,COF,high_volatility,-0.0322,182.5941925048828,4766500,medium,market
2024-11-08,COF,high_volatility,0.0021,182.97947692871094,4247000,medium,market
2024-11-11,COF,high_volatility,0.027,187.9192657470703,5171900,medium,market
2024-11-12,COF,high_volatility,-0.018,184.5404510498047,3284800,medium,market
2024-11-13,COF,high_volatility,-0.0067,183.29562377929688,3347100,medium,market
2024-11-14,COF,high_volatility,-0.0104,181.38267517089844,3005800,medium,market
2024-11-15,COF,high_volatility,0.0117,183.50376892089844,4122400,medium,market
2024-11-18,COF,high_volatility,-0.0123,181.24391174316406,2514000,medium,market
2024-11-19,COF,high_volatility,-0.0102,179.4003448486328,2204600,medium,market
2024-11-20,COF,high_volatility,-0.0017,179.0930938720703,2310300,medium,market
2024-11-21,COF,high_volatility,0.0108,181.02586364746094,3628200,medium,market
2024-11-22,COF,high_volatility,0.0242,185.4067840576172,2051500,medium,market
2024-11-25,COF,high_volatility,0.0258,190.19410705566406,4899200,medium,market
2024-11-26,COF,high_volatility,-0.0023,189.75799560546875,2327400,medium,market
2024-11-27,COF,high_volatility,-0.0008,189.59939575195312,1561100,medium,market
2024-11-29,COF,high_volatility,0.0038,190.3130340576172,1132300,medium,market
2024-12-02,COF,high_volatility,-0.0234,185.86273193359375,2504500,medium,market
2024-12-03,COF,high_volatility,-0.0025,185.4067840576172,2355000,medium,market
2024-12-04,COF,high_volatility,-0.0083,183.860595703125,1783600,medium,market
2025-04-03,COF,high_volatility,-0.0996,163.07423400878906,13576300,medium,market
2025-04-04,COF,high_volatility,-0.0821,149.6835479736328,11073800,medium,market
2025-04-07,COF,high_volatility,0.0272,153.7593994140625,8586300,medium,market
2025-04-08,COF,high_volatility,-0.015,151.4530792236328,5796500,medium,market
2025-04-09,COF,high_volatility,0.1481,173.8802490234375,10828400,medium,market
2025-04-10,COF,high_volatility,-0.0729,161.20530700683594,6294400,medium,market
2025-04-11,COF,high_volatility,-0.0073,160.02230834960938,5339500,medium,market
2025-04-14,COF,high_volatility,0.0096,161.56320190429688,3174500,medium,market
2025-04-15,COF,high_volatility,0.0063,162.57717895507812,2734400,medium,market
2025-04-16,COF,high_volatility,-0.0213,159.11767578125,4003400,medium,market
2025-04-17,COF,high_volatility,0.0169,161.8117218017578,2340500,medium,market
2025-04-21,COF,high_volatility,0.0147,164.18765258789062,12120200,medium,market
2025-04-22,COF,high_volatility,0.0305,169.19796752929688,6890700,medium,market
2025-04-23,COF,high_volatility,0.0368,175.42112731933594,7665100,medium,market
2025-04-24,COF,high_volatility,0.0487,183.96055603027344,6516700,medium,market
2025-04-25,COF,high_volatility,-0.0125,181.65419006347656,3464000,medium,market
2025-04-28,COF,high_volatility,0.0022,182.05186462402344,3185900,medium,market
2025-04-29,COF,high_volatility,-0.0003,182.00213623046875,2602900,medium,market
2025-04-30,COF,high_volatility,-0.0154,179.19873046875,4171100,medium,market
2025-05-01,COF,high_volatility,-0.0002,179.1589813232422,3232000,medium,market
2025-05-02,COF,high_volatility,0.0422,186.72418212890625,4696700,medium,market
2025-05-05,COF,high_volatility,0.0004,186.79376220703125,3105000,medium,market
2025-05-06,COF,high_volatility,-0.0117,184.61666870117188,3461900,medium,market
2025-05-07,COF,high_volatility,0.0045,185.45172119140625,4733900,medium,market
2024-07-12,BK,large_gain,0.0524,62.428836822509766,9394500,medium,market
2025-01-15,BK,large_gain,0.0803,80.26245880126953,9273900,medium,market
2025-04-03,BK,large_drop,-0.0512,78.6092758178711,5262500,medium,market
2025-04-04,BK,large_drop,-0.0826,72.11670684814453,6696700,medium,market
2025-04-09,BK,large_gain,0.0796,78.05838775634766,6400900,medium,market
2025-01-15,BK,high_volatility,0.0803,80.26245880126953,9273900,medium,market
2025-01-16,BK,high_volatility,0.0026,80.46791076660156,5143100,medium,market
2025-01-17,BK,high_volatility,0.0126,81.48538208007812,4695600,medium,market
2025-04-04,BK,high_volatility,-0.0826,72.11670684814453,6696700,medium,market
2025-04-07,BK,high_volatility,0.0106,72.88400268554688,7460700,medium,market
2025-04-08,BK,high_volatility,-0.008,72.3036117553711,4832700,medium,market
2025-04-09,BK,high_volatility,0.0796,78.05838775634766,6400900,medium,market
2025-04-10,BK,high_volatility,-0.0345,75.36299133300781,5387200,medium,market
2025-04-11,BK,high_volatility,0.0138,76.40573120117188,6804400,medium,market
2025-04-14,BK,high_volatility,-0.0019,76.25817108154297,4435300,medium,market
2025-04-15,BK,high_volatility,0.0032,76.50410461425781,3813700,medium,market
2025-04-16,BK,high_volatility,-0.0262,74.497314453125,5147300,medium,market
2025-04-17,BK,high_volatility,0.0081,75.09737396240234,4318600,medium,market
2025-04-21,BK,high_volatility,-0.0241,73.28601837158203,2627400,medium,market
2025-04-22,BK,high_volatility,0.0307,75.53289794921875,3789100,medium,market
2025-04-23,BK,high_volatility,0.0186,76.93844604492188,3764100,medium,market
2025-04-24,BK,high_volatility,0.0127,77.91836547851562,4897900,medium,market
2025-04-25,BK,high_volatility,-0.0009,77.84907531738281,2508000,medium,market
2025-04-28,BK,high_volatility,0.0033,78.10643005371094,2995300,medium,market
2025-04-29,BK,high_volatility,0.0143,79.22492218017578,3142200,medium,market
2025-04-30,BK,high_volatility,0.0046,79.59115600585938,4856700,medium,market
2025-05-01,BK,high_volatility,0.0062,80.0860595703125,3275800,medium,market
2025-05-02,BK,high_volatility,0.0152,81.30353546142578,4335000,medium,market
2025-05-05,BK,high_volatility,0.0005,81.34312438964844,2710500,medium,market
2025-05-06,BK,high_volatility,0.0089,82.0656967163086,4368700,medium,market
2025-05-07,BK,high_volatility,0.0125,83.09510040283203,4827900,medium,market
2024-07-16,STT,large_gain,0.0745,81.5458755493164,6021900,medium,market
2025-03-04,STT,large_drop,-0.0544,89.61813354492188,3166100,medium,market
2025-04-03,STT,large_drop,-0.0755,81.6425552368164,3020000,medium,market
2025-04-04,STT,large_drop,-0.0794,75.1568832397461,3148000,medium,market
2025-04-09,STT,large_gain,0.0928,81.13986206054688,2892200,medium,market
2025-07-15,STT,large_drop,-0.0729,101.27136993408203,5942300,medium,market
2025-10-10,STT,large_drop,-0.0531,111.0,2372800,medium,market
2025-04-04,STT,high_volatility,-0.0794,75.1568832397461,3148000,medium,market
2025-04-07,STT,high_volatility,0.0007,75.2061767578125,4613400,medium,market
2025-04-08,STT,high_volatility,-0.0127,74.25007629394531,3052600,medium,market
2025-04-09,STT,high_volatility,0.0928,81.13986206054688,2892200,medium,market
2025-04-10,STT,high_volatility,-0.0403,77.86746215820312,2496900,medium,market
2025-04-11,STT,high_volatility,0.0052,78.27159118652344,2338400,medium,market
2025-04-14,STT,high_volatility,0.0189,79.75008392333984,2267700,medium,market
2025-04-15,STT,high_volatility,0.0061,80.2330551147461,1770900,medium,market
2025-04-16,STT,high_volatility,-0.0217,78.4884262084961,2114800,medium,market
2025-04-17,STT,high_volatility,0.0205,80.09506225585938,5521900,medium,market
2025-04-21,STT,high_volatility,-0.0078,79.47409057617188,3349600,medium,market
2025-04-22,STT,high_volatility,0.0398,82.63807678222656,2951400,medium,market
2025-04-23,STT,high_volatility,0.02,84.29399108886719,3094300,medium,market
2025-04-24,STT,high_volatility,0.024,86.31460571289062,2556300,medium,market
2025-04-25,STT,high_volatility,-0.0022,86.12732696533203,2100400,medium,market
2025-04-28,STT,high_volatility,0.0022,86.31460571289062,2338500,medium,market
2025-04-29,STT,high_volatility,0.011,87.26083374023438,2118300,medium,market
2025-04-30,STT,high_volatility,-0.0049,86.83700561523438,1895500,medium,market
2025-05-01,STT,high_volatility,0.0072,87.45797729492188,1594500,medium,market
2025-05-02,STT,high_volatility,0.0203,89.23216247558594,1551500,medium,market
2025-05-05,STT,high_volatility,0.0004,89.27159118652344,1416400,medium,market
2025-05-06,STT,high_volatility,0.002,89.44902038574219,2744000,medium,market
2025-05-07,STT,high_volatility,0.0083,90.18826293945312,1903100,medium,market
2023-11-14,MTB,large_gain,0.0551,115.59786224365234,1254000,medium,market
2023-12-13,MTB,large_gain,0.0512,131.19296264648438,1471800,medium,market
2024-10-17,MTB,large_gain,0.0503,193.35816955566406,3219800,medium,market
2024-11-06,MTB,large_gain,0.1213,210.55787658691406,3082100,high,market
2024-12-18,MTB,large_drop,-0.051,182.10824584960938,1876700,medium,market
2025-04-03,MTB,large_drop,-0.091,160.94638061523438,2143500,medium,market
2025-04-09,MTB,large_gain,0.0733,165.57693481445312,1751800,medium,market
2025-04-10,MTB,large_drop,-0.0608,155.51779174804688,1695900,medium,market
2024-11-06,MTB,high_volatility,0.1213,210.55787658691406,3082100,medium,market
2024-11-07,MTB,high_volatility,-0.039,202.3420867919922,1518000,medium,market
2024-11-08,MTB,high_volatility,0.0062,203.60604858398438,939900,medium,market
2024-11-11,MTB,high_volatility,0.025,208.69110107421875,1219100,medium,market
2024-11-12,MTB,high_volatility,-0.0066,207.32017517089844,1063200,medium,market
