symbol1,symbol2,correlation,window_days,relationship_type,layer
AGNC,KEY,0.3773,90,market_correlation,market
AGNC,KIM,0.4102,90,market_correlation,market
AGNC,L,0.3076,90,market_correlation,market
AGNC,LDI,0.3624,90,market_correlation,market
AGNC,MA,0.3146,90,market_correlation,market
AGNC,MAA,0.3715,90,market_correlation,market
AGNC,MFA,0.6783,90,market_correlation,market
AGNC,MITT,0.3401,90,market_correlation,market
AGNC,MTB,0.4017,90,market_correlation,market
AGNC,NAVI,0.3727,90,market_correlation,market
AGNC,O,0.3151,90,market_correlation,market
AGNC,ONB,0.3768,90,market_correlation,market
AGNC,ORC,0.7648,90,market_correlation,market
AGNC,PAGS,0.3204,90,market_correlation,market
AGNC,PFSI,0.4644,90,market_correlation,market
AGNC,PLD,0.3577,90,market_correlation,market
AGNC,PMT,0.669,90,market_correlation,market
AGNC,PNC,0.3303,90,market_correlation,market
AGNC,PRU,0.3374,90,market_correlation,market
AGNC,PSA,0.4158,90,market_correlation,market
AGNC,REG,0.3842,90,market_correlation,market
AGNC,RF,0.369,90,market_correlation,market
AGNC,RKT,0.4551,90,market_correlation,market
AGNC,SPG,0.4874,90,market_correlation,market
AGNC,SUI,0.3223,90,market_correlation,market
AGNC,TFC,0.4,90,market_correlation,market
AGNC,TROW,0.3795,90,market_correlation,market
AGNC,TWO,0.753,90,market_correlation,market
AGNC,UDR,0.4194,90,market_correlation,market
AGNC,UMBF,0.4278,90,market_correlation,market
AGNC,UPST,0.3776,90,market_correlation,market
AGNC,USB,0.3889,90,market_correlation,market
AGNC,UWMC,0.4522,90,market_correlation,market
AGNC,VCTR,0.3314,90,market_correlation,market
AGNC,VICI,0.5119,90,market_correlation,market
AGNC,WTFC,0.3625,90,market_correlation,market
AGNC,ZION,0.3031,90,market_correlation,market
AGNC,^DJI,0.4087,90,market_correlation,market
AGNC,^FVX,-0.3138,90,market_correlation,market
AGNC,^RUT,0.3785,90,market_correlation,market
AGNC,^TNX,-0.3143,90,market_correlation,market
AGNC,^VIX,-0.3243,90,market_correlation,market
AIG,AJG,0.4309,90,market_correlation,market
AIG,ALL,0.5315,90,market_correlation,market
AIG,AON,0.4848,90,market_correlation,market
AIG,BAC,0.3224,90,market_correlation,market
AIG,BRK-B,0.404,90,market_correlation,market
AIG,CB,0.626,90,market_correlation,market
AIG,CFG,0.4341,90,market_correlation,market
AIG,CMA,0.4628,90,market_correlation,market
AIG,COF,0.3781,90,market_correlation,market
AIG,FHN,0.4696,90,market_correlation,market
AIG,FITB,0.4473,90,market_correlation,market
AIG,GBCI,0.3636,90,market_correlation,market
AIG,GPN,0.4018,90,market_correlation,market
AIG,HBAN,0.413,90,market_correlation,market
AIG,HIG,0.5963,90,market_correlation,market
AIG,KEY,0.4137,90,market_correlation,market
AIG,L,0.5979,90,market_correlation,market
AIG,MA,0.4684,90,market_correlation,market
AIG,MET,0.6199,90,market_correlation,market
AIG,MMC,0.6358,90,market_correlation,market
AIG,MTB,0.3508,90,market_correlation,market
AIG,ONB,0.525,90,market_correlation,market
AIG,PAYO,0.3217,90,market_correlation,market
AIG,PGR,0.425,90,market_correlation,market
AIG,PNC,0.3811,90,market_correlation,market
AIG,PRU,0.6139,90,market_correlation,market
AIG,RF,0.4118,90,market_correlation,market
AIG,RGA,0.4598,90,market_correlation,market
AIG,SEIC,0.4316,90,market_correlation,market
AIG,STT,0.303,90,market_correlation,market
AIG,TFC,0.4385,90,market_correlation,market
AIG,TROW,0.3238,90,market_correlation,market
AIG,TRV,0.57,90,market_correlation,market
AIG,UMBF,0.4055,90,market_correlation,market
AIG,USB,0.3418,90,market_correlation,market
AIG,V,0.4686,90,market_correlation,market
AIG,WRB,0.5113,90,market_correlation,market
AIG,WTFC,0.4124,90,market_correlation,market
AIG,ZION,0.5199,90,market_correlation,market
AJG,ALL,0.4378,90,market_correlation,market
AJG,AMT,0.4108,90,market_correlation,market
AJG,AON,0.5739,90,market_correlation,market
AJG,BLK,0.336,90,market_correlation,market
AJG,BRK-B,0.5057,90,market_correlation,market
AJG,CB,0.5171,90,market_correlation,market
AJG,CFG,0.3131,90,market_correlation,market
AJG,CPT,0.3157,90,market_correlation,market
AJG,EQR,0.3453,90,market_correlation,market
AJG,GBCI,0.3793,90,market_correlation,market
AJG,GPN,0.3697,90,market_correlation,market
AJG,HIG,0.426,90,market_correlation,market
AJG,L,0.5047,90,market_correlation,market
AJG,MA,0.3951,90,market_correlation,market
AJG,MAA,0.3252,90,market_correlation,market
AJG,MET,0.3445,90,market_correlation,market
AJG,MMC,0.6949,90,market_correlation,market
AJG,NVDA,-0.3142,90,market_correlation,market
AJG,ONB,0.3259,90,market_correlation,market
AJG,PGR,0.4984,90,market_correlation,market
AJG,PJT,0.3198,90,market_correlation,market
AJG,RGA,0.455,90,market_correlation,market
AJG,TFC,0.3123,90,market_correlation,market
AJG,TRV,0.491,90,market_correlation,market
AJG,UDR,0.3259,90,market_correlation,market
AJG,V,0.3998,90,market_correlation,market
AJG,WRB,0.5604,90,market_correlation,market
AJG,ZION,0.3648,90,market_correlation,market
ALL,AON,0.3694,90,market_correlation,market
ALL,APAM,0.3884,90,market_correlation,market
ALL,BRK-B,0.4296,90,market_correlation,market
ALL,CB,0.5708,90,market_correlation,market
ALL,CFG,0.3172,90,market_correlation,market
ALL,COF,0.3146,90,market_correlation,market
ALL,EVTC,0.4458,90,market_correlation,market
ALL,FHN,0.4629,90,market_correlation,market
ALL,FITB,0.3428,90,market_correlation,market
ALL,GBCI,0.3758,90,market_correlation,market
ALL,HBAN,0.3604,90,market_correlation,market
ALL,HIG,0.6943,90,market_correlation,market
ALL,HLNE,0.3297,90,market_correlation,market
ALL,KEY,0.352,90,market_correlation,market
ALL,L,0.6742,90,market_correlation,market
ALL,MA,0.3874,90,market_correlation,market
ALL,MET,0.5234,90,market_correlation,market
ALL,MMC,0.4676,90,market_correlation,market
ALL,MTB,0.347,90,market_correlation,market
ALL,ONB,0.38,90,market_correlation,market
ALL,PGR,0.6628,90,market_correlation,market
ALL,PNC,0.4125,90,market_correlation,market
ALL,PRU,0.592,90,market_correlation,market
ALL,REG,0.366,90,market_correlation,market
ALL,RF,0.344,90,market_correlation,market
ALL,RGA,0.565,90,market_correlation,market
ALL,SEIC,0.3987,90,market_correlation,market
ALL,SUI,0.4536,90,market_correlation,market
ALL,SYF,0.3037,90,market_correlation,market
ALL,TFC,0.3557,90,market_correlation,market
ALL,TRV,0.6175,90,market_correlation,market
ALL,UMBF,0.3259,90,market_correlation,market
ALL,USB,0.3052,90,market_correlation,market
ALL,WFC,0.3036,90,market_correlation,market
ALL,WRB,0.5768,90,market_correlation,market
ALL,WTFC,0.3285,90,market_correlation,market
ALL,ZION,0.3673,90,market_correlation,market
AMAT,AMD,0.3607,90,market_correlation,market
AMAT,AVGO,0.3296,90,market_correlation,market
AMAT,COIN,0.3103,90,market_correlation,market
AMAT,CSCO,0.3619,90,market_correlation,market
AMAT,INTC,0.3007,90,market_correlation,market
AMAT,MS,0.4027,90,market_correlation,market
AMAT,MU,0.6158,90,market_correlation,market
AMAT,NVDA,0.3716,90,market_correlation,market
AMAT,QCOM,0.4481,90,market_correlation,market
AMAT,TSLA,0.3988,90,market_correlation,market
AMAT,^GSPC,0.4487,90,market_correlation,market
AMAT,^IXIC,0.496,90,market_correlation,market
AMAT,^RUT,0.4451,90,market_correlation,market
AMAT,^VIX,-0.3364,90,market_correlation,market
AMD,CMA,0.5093,90,market_correlation,market
AMD,COIN,0.3559,90,market_correlation,market
AMD,MSFT,0.3493,90,market_correlation,market
AMD,NVDA,0.3571,90,market_correlation,market
AMD,SOFI,0.3896,90,market_correlation,market
AMD,UPST,0.3137,90,market_correlation,market
AMD,^GSPC,0.4038,90,market_correlation,market
AMD,^IXIC,0.4574,90,market_correlation,market
AMD,^RUT,0.3076,90,market_correlation,market
AMD,^VIX,-0.3073,90,market_correlation,market
AMG,APAM,0.6706,90,market_correlation,market
AMG,AXP,0.4941,90,market_correlation,market
AMG,BAC,0.433,90,market_correlation,market
AMG,BEN,0.6522,90,market_correlation,market
AMG,BK,0.4946,90,market_correlation,market
AMG,BLK,0.5654,90,market_correlation,market
AMG,C,0.4691,90,market_correlation,market
AMG,CFG,0.5915,90,market_correlation,market
AMG,CMA,0.3895,90,market_correlation,market
AMG,COF,0.4713,90,market_correlation,market
AMG,COIN,0.3584,90,market_correlation,market
AMG,CPAY,0.499,90,market_correlation,market
AMG,CSCO,0.3803,90,market_correlation,market
AMG,DLR,0.319,90,market_correlation,market
AMG,EVR,0.5984,90,market_correlation,market
AMG,FHN,0.5349,90,market_correlation,market
AMG,FITB,0.4772,90,market_correlation,market
AMG,FOUR,0.3093,90,market_correlation,market
AMG,GBCI,0.5106,90,market_correlation,market
AMG,GPN,0.3519,90,market_correlation,market
AMG,GS,0.4548,90,market_correlation,market
AMG,HBAN,0.5224,90,market_correlation,market
AMG,HIG,0.3116,90,market_correlation,market
AMG,HLNE,0.4604,90,market_correlation,market
AMG,IVZ,0.3708,90,market_correlation,market
AMG,JPM,0.4216,90,market_correlation,market
AMG,KEY,0.5553,90,market_correlation,market
AMG,KIM,0.304,90,market_correlation,market
AMG,L,0.3673,90,market_correlation,market
AMG,LC,0.3089,90,market_correlation,market
AMG,MC,0.5779,90,market_correlation,market
AMG,MET,0.3625,90,market_correlation,market
AMG,MS,0.4947,90,market_correlation,market
AMG,MTB,0.4826,90,market_correlation,market
AMG,ONB,0.5726,90,market_correlation,market
AMG,PJT,0.4756,90,market_correlation,market
AMG,PNC,0.5177,90,market_correlation,market
AMG,PRU,0.4742,90,market_correlation,market
AMG,PYPL,0.359,90,market_correlation,market
AMG,RF,0.4786,90,market_correlation,market
AMG,SCHW,0.3499,90,market_correlation,market
AMG,SEIC,0.6324,90,market_correlation,market
AMG,SOFI,0.3815,90,market_correlation,market
AMG,STT,0.6447,90,market_correlation,market
AMG,SYF,0.5725,90,market_correlation,market
AMG,TFC,0.4848,90,market_correlation,market
AMG,TROW,0.572,90,market_correlation,market
AMG,TRV,0.3251,90,market_correlation,market
AMG,UMBF,0.6009,90,market_correlation,market
AMG,USB,0.5212,90,market_correlation,market
AMG,VCTR,0.5073,90,market_correlation,market
AMG,VRTS,0.3824,90,market_correlation,market
AMG,WFC,0.4647,90,market_correlation,market
AMG,WTFC,0.5258,90,market_correlation,market
AMG,ZION,0.4944,90,market_correlation,market
AMG,^DJI,0.5374,90,market_correlation,market
AMG,^GSPC,0.5615,90,market_correlation,market
AMG,^IXIC,0.493,90,market_correlation,market
AMG,^RUT,0.6316,90,market_correlation,market
AMG,^VIX,-0.5016,90,market_correlation,market
AMT,AON,0.3048,90,market_correlation,market
AMT,AVGO,-0.3218,90,market_correlation,market
AMT,CCI,0.7279,90,market_correlation,market
AMT,EQR,0.3728,90,market_correlation,market
AMT,ESS,0.3605,90,market_correlation,market
AMT,INVH,0.3628,90,market_correlation,market
AMT,NVDA,-0.4379,90,market_correlation,market
AMT,O,0.3453,90,market_correlation,market
AMT,ORC,0.3311,90,market_correlation,market
AMT,RKT,0.3077,90,market_correlation,market
AMT,SUI,0.3188,90,market_correlation,market
AMT,UDR,0.3746,90,market_correlation,market
AMT,VICI,0.4054,90,market_correlation,market
AMZN,COF,0.3396,90,market_correlation,market
AMZN,COIN,0.5625,90,market_correlation,market
AMZN,EVTC,0.3071,90,market_correlation,market
AMZN,HOOD,0.4018,90,market_correlation,market
AMZN,META,0.3549,90,market_correlation,market
AMZN,NVDA,0.3352,90,market_correlation,market
AMZN,PAYO,0.3323,90,market_correlation,market
AMZN,PYPL,0.386,90,market_correlation,market
AMZN,SOFI,0.4552,90,market_correlation,market
AMZN,STT,0.3271,90,market_correlation,market
AMZN,SYF,0.3347,90,market_correlation,market
AMZN,VTR,-0.3318,90,market_correlation,market
AMZN,^DJI,0.3721,90,market_correlation,market
AMZN,^GSPC,0.5375,90,market_correlation,market
AMZN,^IXIC,0.5996,90,market_correlation,market
AMZN,^RUT,0.32,90,market_correlation,market
AMZN,^VIX,-0.4199,90,market_correlation,market
AON,AVGO,-0.3445,90,market_correlation,market
AON,BRK-B,0.3809,90,market_correlation,market
AON,CB,0.394,90,market_correlation,market
AON,CPAY,0.3131,90,market_correlation,market
AON,FHN,0.3259,90,market_correlation,market
AON,GBCI,0.358,90,market_correlation,market
AON,GPN,0.3406,90,market_correlation,market
AON,HIG,0.4989,90,market_correlation,market
AON,L,0.5188,90,market_correlation,market
AON,MA,0.4274,90,market_correlation,market
AON,MET,0.4069,90,market_correlation,market
AON,MMC,0.68,90,market_correlation,market
AON,ONB,0.3245,90,market_correlation,market
AON,PGR,0.4822,90,market_correlation,market
AON,PRU,0.3999,90,market_correlation,market
AON,PYPL,0.3121,90,market_correlation,market
AON,SEIC,0.311,90,market_correlation,market
AON,SPG,0.3022,90,market_correlation,market
AON,TFC,0.3001,90,market_correlation,market
AON,TRV,0.4216,90,market_correlation,market
AON,TWO,0.3254,90,market_correlation,market
AON,V,0.4291,90,market_correlation,market
AON,VICI,0.3719,90,market_correlation,market
AON,WRB,0.5445,90,market_correlation,market
AON,ZION,0.3083,90,market_correlation,market
APAM,AXP,0.5116,90,market_correlation,market
APAM,BAC,0.3803,90,market_correlation,market
APAM,BEN,0.7404,90,market_correlation,market
APAM,BK,0.3759,90,market_correlation,market
APAM,BLK,0.6336,90,market_correlation,market
APAM,BXP,0.3075,90,market_correlation,market
APAM,C,0.4133,90,market_correlation,market
APAM,CFG,0.5743,90,market_correlation,market
APAM,CIM,0.3214,90,market_correlation,market
APAM,CMA,0.3822,90,market_correlation,market
APAM,COF,0.494,90,market_correlation,market
APAM,COIN,0.3404,90,market_correlation,market
APAM,CPAY,0.5207,90,market_correlation,market
APAM,DX,0.3834,90,market_correlation,market
APAM,EARN,0.4039,90,market_correlation,market
APAM,ESS,0.3178,90,market_correlation,market
APAM,EVR,0.6031,90,market_correlation,market
APAM,EVTC,0.3831,90,market_correlation,market
APAM,FHN,0.491,90,market_correlation,market
APAM,FIS,0.3292,90,market_correlation,market
APAM,FITB,0.5021,90,market_correlation,market
APAM,FRT,0.4281,90,market_correlation,market
APAM,GBCI,0.6285,90,market_correlation,market
APAM,GPN,0.4315,90,market_correlation,market
APAM,GS,0.5026,90,market_correlation,market
APAM,HBAN,0.5466,90,market_correlation,market
APAM,HIG,0.3878,90,market_correlation,market
APAM,HLNE,0.6152,90,market_correlation,market
APAM,INVH,0.3202,90,market_correlation,market
APAM,IVR,0.3097,90,market_correlation,market
APAM,IVZ,0.406,90,market_correlation,market
APAM,JKHY,0.353,90,market_correlation,market
APAM,JPM,0.3995,90,market_correlation,market
APAM,KEY,0.5929,90,market_correlation,market
APAM,KIM,0.4056,90,market_correlation,market
APAM,L,0.4266,90,market_correlation,market
APAM,MA,0.4098,90,market_correlation,market
APAM,MC,0.7103,90,market_correlation,market
APAM,MET,0.5043,90,market_correlation,market
APAM,META,0.3125,90,market_correlation,market
APAM,MS,0.4968,90,market_correlation,market
APAM,MTB,0.5534,90,market_correlation,market
APAM,NAVI,0.4313,90,market_correlation,market
APAM,ONB,0.5818,90,market_correlation,market
APAM,ORC,0.3002,90,market_correlation,market
APAM,PAGS,0.3638,90,market_correlation,market
APAM,PJT,0.5783,90,market_correlation,market
APAM,PMT,0.3221,90,market_correlation,market
APAM,PNC,0.5381,90,market_correlation,market
APAM,PRU,0.6114,90,market_correlation,market
APAM,PYPL,0.3831,90,market_correlation,market
APAM,QCOM,0.3667,90,market_correlation,market
APAM,REG,0.4236,90,market_correlation,market
APAM,RF,0.4838,90,market_correlation,market
APAM,RGA,0.4047,90,market_correlation,market
APAM,SCHW,0.3374,90,market_correlation,market
APAM,SEIC,0.7081,90,market_correlation,market
APAM,SOFI,0.357,90,market_correlation,market
APAM,SPG,0.4044,90,market_correlation,market
APAM,STNE,0.3385,90,market_correlation,market
APAM,STT,0.5771,90,market_correlation,market
APAM,SUI,0.3089,90,market_correlation,market
APAM,SYF,0.6778,90,market_correlation,market
APAM,TFC,0.5412,90,market_correlation,market
APAM,TROW,0.7123,90,market_correlation,market
APAM,TRV,0.3584,90,market_correlation,market
APAM,TWO,0.3243,90,market_correlation,market
APAM,UMBF,0.5723,90,market_correlation,market
APAM,USB,0.5464,90,market_correlation,market
APAM,V,0.3364,90,market_correlation,market
APAM,VCTR,0.7021,90,market_correlation,market
APAM,VRTS,0.5401,90,market_correlation,market
APAM,WFC,0.4864,90,market_correlation,market
APAM,WTFC,0.5764,90,market_correlation,market
APAM,ZION,0.4715,90,market_correlation,market
APAM,^DJI,0.6781,90,market_correlation,market
APAM,^GSPC,0.5518,90,market_correlation,market
APAM,^IXIC,0.4226,90,market_correlation,market
APAM,^RUT,0.7087,90,market_correlation,market
APAM,^VIX,-0.4482,90,market_correlation,market
AVB,AXP,0.3027,90,market_correlation,market
AVB,BRK-B,0.3827,90,market_correlation,market
AVB,BXP,0.5264,90,market_correlation,market
AVB,CCI,0.396,90,market_correlation,market
AVB,CI,0.4129,90,market_correlation,market
AVB,CIM,0.4682,90,market_correlation,market
AVB,CPAY,0.3658,90,market_correlation,market
AVB,CPT,0.8702,90,market_correlation,market
AVB,DLR,0.3139,90,market_correlation,market
AVB,DX,0.4548,90,market_correlation,market
AVB,EARN,0.3075,90,market_correlation,market
AVB,EQIX,0.4603,90,market_correlation,market
AVB,EQR,0.8993,90,market_correlation,market
AVB,ESS,0.8762,90,market_correlation,market
AVB,EVR,0.437,90,market_correlation,market
AVB,EXR,0.7031,90,market_correlation,market
AVB,FIS,0.3418,90,market_correlation,market
AVB,FRT,0.7151,90,market_correlation,market
AVB,GBCI,0.4267,90,market_correlation,market
AVB,GPN,0.4209,90,market_correlation,market
AVB,HBAN,0.3197,90,market_correlation,market
AVB,HIG,0.3599,90,market_correlation,market
AVB,HLNE,0.3682,90,market_correlation,market
AVB,INVH,0.7749,90,market_correlation,market
AVB,JKHY,0.3741,90,market_correlation,market
AVB,KEY,0.3252,90,market_correlation,market
AVB,KIM,0.6677,90,market_correlation,market
AVB,L,0.3563,90,market_correlation,market
AVB,MAA,0.8557,90,market_correlation,market
AVB,MC,0.4025,90,market_correlation,market
AVB,MFA,0.5211,90,market_correlation,market
AVB,MITT,0.3019,90,market_correlation,market
AVB,MMC,0.3197,90,market_correlation,market
AVB,MTB,0.3219,90,market_correlation,market
AVB,NAVI,0.3392,90,market_correlation,market
AVB,O,0.4475,90,market_correlation,market
AVB,ORC,0.3256,90,market_correlation,market
AVB,PFSI,0.4765,90,market_correlation,market
AVB,PGR,0.3077,90,market_correlation,market
AVB,PJT,0.3385,90,market_correlation,market
